"Census Profile, 2021 Census of Population"
,,,"York Centre [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
,,,"Counts",,,,,,"Rates",,,,,,
"Topic","Characteristic","Note","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag",
"Population and dwellings","Population, 2021",1,108307,"",,"...",,"...",,"...",,"...",,"...",
"Population and dwellings","Population, 2016",1,104319,"",,"...",,"...",,"...",,"...",,"...",
"Population and dwellings","Population percentage change, 2016 to 2021",,    3.8,"",,"...",,"...",    3.8,"",,"...",,"...",
"Population and dwellings","Total private dwellings",2, 43461,"",,"...",,"...",,"...",,"...",,"...",
"Population and dwellings","Private dwellings occupied by usual residents",3, 41198,"",,"...",,"...",,"...",,"...",,"...",
"Population and dwellings","Population density per square kilometre",, 3084.0,"",,"...",,"...", 3084.0,"",,"...",,"...",
"Population and dwellings","Land area in square kilometres",,   35.12,"",,"...",,"...",,"...",,"...",,"...",
"Age characteristics","Total - Age groups of the population - 100% data",,108310,"", 51445,"", 56865,"",  100.0,"",  100.0,"",  100.0,"",
"Age characteristics","  0 to 14 years",, 15710,"",  8110,"",  7605,"",   14.5,"",   15.8,"",   13.4,"",
"Age characteristics","    0 to 4 years",,  5170,"",  2660,"",  2515,"",    4.8,"",    5.2,"",    4.4,"",
"Age characteristics","    5 to 9 years",,  5210,"",  2650,"",  2565,"",    4.8,"",    5.2,"",    4.5,"",
"Age characteristics","    10 to 14 years",,  5330,"",  2805,"",  2530,"",    4.9,"",    5.5,"",    4.4,"",
"Age characteristics","  15 to 64 years",, 73840,"", 35225,"", 38610,"",   68.2,"",   68.5,"",   67.9,"",
"Age characteristics","    15 to 19 years",,  5760,"",  3005,"",  2760,"",    5.3,"",    5.8,"",    4.9,"",
"Age characteristics","    20 to 24 years",,  7235,"",  3690,"",  3545,"",    6.7,"",    7.2,"",    6.2,"",
"Age characteristics","    25 to 29 years",,  7905,"",  3925,"",  3975,"",    7.3,"",    7.6,"",    7.0,"",
"Age characteristics","    30 to 34 years",,  7435,"",  3650,"",  3785,"",    6.9,"",    7.1,"",    6.7,"",
"Age characteristics","    35 to 39 years",,  7740,"",  3650,"",  4085,"",    7.1,"",    7.1,"",    7.2,"",
"Age characteristics","    40 to 44 years",,  7840,"",  3500,"",  4335,"",    7.2,"",    6.8,"",    7.6,"",
"Age characteristics","    45 to 49 years",,  7335,"",  3270,"",  4060,"",    6.8,"",    6.4,"",    7.1,"",
"Age characteristics","    50 to 54 years",,  7600,"",  3445,"",  4155,"",    7.0,"",    6.7,"",    7.3,"",
"Age characteristics","    55 to 59 years",,  7950,"",  3765,"",  4185,"",    7.3,"",    7.3,"",    7.4,"",
"Age characteristics","    60 to 64 years",,  7045,"",  3320,"",  3720,"",    6.5,"",    6.5,"",    6.5,"",
"Age characteristics","  65 years and over",, 18755,"",  8105,"", 10650,"",   17.3,"",   15.8,"",   18.7,"",
"Age characteristics","    65 to 69 years",,  5325,"",  2465,"",  2860,"",    4.9,"",    4.8,"",    5.0,"",
"Age characteristics","    70 to 74 years",,  4470,"",  2000,"",  2470,"",    4.1,"",    3.9,"",    4.3,"",
"Age characteristics","    75 to 79 years",,  2910,"",  1235,"",  1675,"",    2.7,"",    2.4,"",    2.9,"",
"Age characteristics","    80 to 84 years",,  2830,"",  1225,"",  1610,"",    2.6,"",    2.4,"",    2.8,"",
"Age characteristics","    85 years and over",,  3220,"",  1190,"",  2030,"",    3.0,"",    2.3,"",    3.6,"",
"Age characteristics","      85 to 89 years",,  1925,"",   775,"",  1155,"",    1.8,"",    1.5,"",    2.0,"",
"Age characteristics","      90 to 94 years",,   940,"",   305,"",   630,"",    0.9,"",    0.6,"",    1.1,"",
"Age characteristics","      95 to 99 years",,   310,"",    95,"",   215,"",    0.3,"",    0.2,"",    0.4,"",
"Age characteristics","      100 years and over",,    40,"",    10,"",    30,"",    0.0,"",    0.0,"",    0.1,"",
"Age characteristics","Total - Distribution (%) of the population by broad age groups - 100% data",,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Age characteristics","  0 to 14 years",,   14.5,"",   15.8,"",   13.4,"",   14.5,"",   15.8,"",   13.4,"",
"Age characteristics","  15 to 64 years",,   68.2,"",   68.5,"",   67.9,"",   68.2,"",   68.5,"",   67.9,"",
"Age characteristics","  65 years and over",,   17.3,"",   15.8,"",   18.7,"",   17.3,"",   15.8,"",   18.7,"",
"Age characteristics","    85 years and over",,    3.0,"",    2.3,"",    3.6,"",    3.0,"",    2.3,"",    3.6,"",
"Age characteristics","Average age of the population",,   41.9,"",   40.5,"",   43.2,"",   41.9,"",   40.5,"",   43.2,"",
"Age characteristics","Median age of the population",,   41.6,"",   39.6,"",   43.2,"",   41.6,"",   39.6,"",   43.2,"",
"Household and dwelling characteristics","Total - Occupied private dwellings by structural type of dwelling - 100% data",, 41195,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household and dwelling characteristics","  Single-detached house",, 10345,"",,"...",,"...",   25.1,"",,"...",,"...",
"Household and dwelling characteristics","  Semi-detached house",,  2985,"",,"...",,"...",    7.2,"",,"...",,"...",
"Household and dwelling characteristics","  Row house",,  1190,"",,"...",,"...",    2.9,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment or flat in a duplex",,  2000,"",,"...",,"...",    4.9,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment in a building that has fewer than five storeys",,  6830,"",,"...",,"...",   16.6,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment in a building that has five or more storeys",, 17805,"",,"...",,"...",   43.2,"",,"...",,"...",
"Household and dwelling characteristics","  Other single-attached house",,    35,"",,"...",,"...",    0.1,"",,"...",,"...",
"Household and dwelling characteristics","  Movable dwelling",4,    10,"",,"...",,"...",    0.0,"",,"...",,"...",
"Household and dwelling characteristics","Total - Private households by household size - 100% data",, 41200,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household and dwelling characteristics","  1 person",, 11010,"",,"...",,"...",   26.7,"",,"...",,"...",
"Household and dwelling characteristics","  2 persons",, 12025,"",,"...",,"...",   29.2,"",,"...",,"...",
"Household and dwelling characteristics","  3 persons",,  7395,"",,"...",,"...",   17.9,"",,"...",,"...",
"Household and dwelling characteristics","  4 persons",,  6280,"",,"...",,"...",   15.2,"",,"...",,"...",
"Household and dwelling characteristics","  5 or more persons",,  4485,"",,"...",,"...",   10.9,"",,"...",,"...",
"Household and dwelling characteristics","Number of persons in private households",,107610,"", 51115,"", 56495,"",  100.0,"",  100.0,"",  100.0,"",
"Household and dwelling characteristics","Average household size",,    2.6,"",,"...",,"...",    2.6,"",,"...",,"...",
"Marital status","Total - Marital status for the total population aged 15 years and over - 100% data",, 92595,"", 43335,"", 49260,"",  100.0,"",  100.0,"",  100.0,"",
"Marital status","  Married or living common-law",, 46795,"", 23330,"", 23465,"",   50.5,"",   53.8,"",   47.6,"",
"Marital status","    Married",, 41530,"", 20720,"", 20810,"",   44.9,"",   47.8,"",   42.2,"",
"Marital status","    Living common-law",,  5265,"",  2610,"",  2655,"",    5.7,"",    6.0,"",    5.4,"",
"Marital status","      Living common law - Never married",,  3745,"",  1805,"",  1935,"",    4.0,"",    4.2,"",    3.9,"",
"Marital status","      Living common law - Separated",,   285,"",   165,"",   120,"",    0.3,"",    0.4,"",    0.2,"",
"Marital status","      Living common law - Divorced",,  1135,"",   600,"",   540,"",    1.2,"",    1.4,"",    1.1,"",
"Marital status","      Living common law - Widowed",,    95,"",    40,"",    60,"",    0.1,"",    0.1,"",    0.1,"",
"Marital status","  Not married and not living common-law",, 45795,"", 20005,"", 25795,"",   49.5,"",   46.2,"",   52.4,"",
"Marital status","    Not married and not living common law - Never married",, 30460,"", 15300,"", 15160,"",   32.9,"",   35.3,"",   30.8,"",
"Marital status","    Not married and not living common law - Separated",,  3130,"",  1265,"",  1870,"",    3.4,"",    2.9,"",    3.8,"",
"Marital status","    Not married and not living common law - Divorced",,  6805,"",  2470,"",  4335,"",    7.3,"",    5.7,"",    8.8,"",
"Marital status","    Not married and not living common law - Widowed",,  5400,"",   970,"",  4430,"",    5.8,"",    2.2,"",    9.0,"",
"Family characteristics","Total - Census families in private households by family size - 100% data",5, 29360,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  2 persons",, 13495,"",,"...",,"...",   46.0,"",,"...",,"...",
"Family characteristics","  3 persons",,  7495,"",,"...",,"...",   25.5,"",,"...",,"...",
"Family characteristics","  4 persons",,  5980,"",,"...",,"...",   20.4,"",,"...",,"...",
"Family characteristics","  5 or more persons",,  2390,"",,"...",,"...",    8.1,"",,"...",,"...",
"Family characteristics","Average size of census families",,    2.9,"",,"...",,"...",    2.9,"",,"...",,"...",
"Family characteristics","Average number of children in census families with children",6,    1.7,"",,"...",,"...",    1.7,"",,"...",,"...",
"Family characteristics","Total number of census families in private households - 100% data",, 29360,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  Total couple families",, 22255,"",,"...",,"...",   75.8,"",,"...",,"...",
"Family characteristics","    Married couples",, 19625,"",,"...",,"...",   66.8,"",,"...",,"...",
"Family characteristics","      With children",6, 12225,"",,"...",,"...",   41.6,"",,"...",,"...",
"Family characteristics","      Without children",,  7395,"",,"...",,"...",   25.2,"",,"...",,"...",
"Family characteristics","    Common-law couples",,  2635,"",,"...",,"...",    9.0,"",,"...",,"...",
"Family characteristics","      With children",6,  1010,"",,"...",,"...",    3.4,"",,"...",,"...",
"Family characteristics","      Without children",,  1620,"",,"...",,"...",    5.5,"",,"...",,"...",
"Family characteristics","  Total one-parent families",,  7105,"",,"...",,"...",   24.2,"",,"...",,"...",
"Family characteristics","    in which the parent is a woman+",,  5940,"",,"...",,"...",   20.2,"",,"...",,"...",
"Family characteristics","    in which the parent is a man+",,  1165,"",,"...",,"...",    4.0,"",,"...",,"...",
"Family characteristics","Total - Persons in private households - 100% data",,107610,"", 51115,"", 56495,"",  100.0,"",  100.0,"",  100.0,"",
"Family characteristics","  Total - Persons in census families",, 86095,"", 41790,"", 44310,"",   80.0,"",   81.8,"",   78.4,"",
"Family characteristics","    Married spouses or common-law partners",, 44505,"", 22210,"", 22295,"",   41.4,"",   43.5,"",   39.5,"",
"Family characteristics","    Parents in one-parent families",,  7110,"",  1165,"",  5945,"",    6.6,"",    2.3,"",   10.5,"",
"Family characteristics","    Children",6, 34485,"", 18415,"", 16070,"",   32.0,"",   36.0,"",   28.4,"",
"Family characteristics","      In a two-parent family",, 23790,"", 12655,"", 11140,"",   22.1,"",   24.8,"",   19.7,"",
"Family characteristics","      In a one-parent family",, 10695,"",  5760,"",  4930,"",    9.9,"",   11.3,"",    8.7,"",
"Family characteristics","  Total - Persons not in census families in private households - 100% data",, 21510,"",  9325,"", 12190,"",   20.0,"",   18.2,"",   21.6,"",
"Family characteristics","    Living alone",, 11010,"",  4790,"",  6225,"",   10.2,"",    9.4,"",   11.0,"",
"Family characteristics","    Living with other relatives",7,  4305,"",  1525,"",  2780,"",    4.0,"",    3.0,"",    4.9,"",
"Family characteristics","    Living with non-relatives only",,  6195,"",  3010,"",  3185,"",    5.8,"",    5.9,"",    5.6,"",
"Household type","Total - Household type - 100% data",, 41195,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household type","  One-census-family households without additional persons",, 23085,"",,"...",,"...",   56.0,"",,"...",,"...",
"Household type","    Couple-family households",, 18180,"",,"...",,"...",   44.1,"",,"...",,"...",
"Household type","      With children",6, 10860,"",,"...",,"...",   26.4,"",,"...",,"...",
"Household type","      Without children",,  7315,"",,"...",,"...",   17.8,"",,"...",,"...",
"Household type","    One-parent-family households",,  4905,"",,"...",,"...",   11.9,"",,"...",,"...",
"Household type","  Multigenerational households",8,  1815,"",,"...",,"...",    4.4,"",,"...",,"...",
"Household type","  Multiple-census-family households",9,   540,"",,"...",,"...",    1.3,"",,"...",,"...",
"Household type","  One-census-family households with additional persons",9,  2360,"",,"...",,"...",    5.7,"",,"...",,"...",
"Household type","  Two-or-more-person non-census-family households ",,  2390,"",,"...",,"...",    5.8,"",,"...",,"...",
"Household type","  One-person households",, 11010,"",,"...",,"...",   26.7,"",,"...",,"...",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data",10, 91910,"", 43010,"", 48895,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data",, 87785,"", 40870,"", 46920,"",   95.5,"",   95.0,"",   96.0,"",
"Income of individuals in 2020","    Median total income in 2020 among recipients ($)",, 36400,"", 38800,"", 34800,"", 36400,"", 38800,"", 34800,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data",, 87835,"", 40895,"", 46940,"",   95.6,"",   95.1,"",   96.0,"",
"Income of individuals in 2020","    Median after-tax income in 2020 among recipients ($)",, 33600,"", 35600,"", 32400,"", 33600,"", 35600,"", 32400,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data",, 75730,"", 36095,"", 39635,"",   82.4,"",   83.9,"",   81.1,"",
"Income of individuals in 2020","    Median market income in 2020 among recipients ($)",, 30600,"", 35600,"", 26600,"", 30600,"", 35600,"", 26600,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data",, 63280,"", 30840,"", 32440,"",   68.8,"",   71.7,"",   66.3,"",
"Income of individuals in 2020","    Median employment income in 2020 among recipients ($)",, 34000,"", 38400,"", 30200,"", 34000,"", 38400,"", 30200,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data",, 81440,"", 37460,"", 43985,"",   88.6,"",   87.1,"",   90.0,"",
"Income of individuals in 2020","    Median government transfers in 2020 among recipients ($)",,  9700,"",  7750,"", 11500,"",  9700,"",  7750,"", 11500,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data",,  9605,"",  3875,"",  5735,"",   10.5,"",    9.0,"",   11.7,"",
"Income of individuals in 2020","    Median employment insurance benefits in 2020 among recipients ($)",,  5520,"",  5480,"",  5560,"",  5520,"",  5480,"",  5560,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data",, 33270,"", 15775,"", 17495,"",   36.2,"",   36.7,"",   35.8,"",
"Income of individuals in 2020","    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10000,"",  9000,"", 10000,"", 10000,"",  9000,"", 10000,"",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",11, 91800,"", 43030,"", 48770,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 87910,"", 41070,"", 46840,"",   95.8,"",   95.4,"",   96.0,"",
